datasets1/00001.png: JAGGED_BOUNDARY (area=3411px, blobs=1, roughness=20.844)
datasets2/01285.png: JAGGED_BOUNDARY (area=1300px, blobs=1, roughness=8.829)
datasets2/01287.png: JAGGED_BOUNDARY (area=1394px, blobs=1, roughness=9.279)
datasets2/01292.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/01297.png: JAGGED_BOUNDARY (area=6785px, blobs=1, roughness=11.813)
datasets2/01298.png: JAGGED_BOUNDARY (area=8393px, blobs=2, roughness=12.981)
datasets2/01299.png: JAGGED_BOUNDARY (area=4339px, blobs=1, roughness=12.556)
datasets2/01302.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/01308.png: JAGGED_BOUNDARY (area=1284px, blobs=1, roughness=8.863)
datasets2/01309.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/01313.png: JAGGED_BOUNDARY (area=1336px, blobs=1, roughness=9.086)
datasets2/01316.png: JAGGED_BOUNDARY (area=4123px, blobs=1, roughness=12.378)
datasets2/01317.png: JAGGED_BOUNDARY (area=4972px, blobs=2, roughness=8.878)
datasets2/01319.png: JAGGED_BOUNDARY (area=8029px, blobs=1, roughness=6.798)
datasets2/01320.png: JAGGED_BOUNDARY (area=6677px, blobs=1, roughness=5.672)
datasets2/01322.png: JAGGED_BOUNDARY (area=1115px, blobs=1, roughness=9.018)
datasets2/01326.png: TOO_FRAGMENTED (area=2168px, blobs=19, roughness=2.227)
datasets2/01330.png: JAGGED_BOUNDARY (area=7061px, blobs=1, roughness=7.077)
datasets2/01331.png: JAGGED_BOUNDARY (area=1011px, blobs=1, roughness=9.203)
datasets2/01341.png: JAGGED_BOUNDARY (area=1281px, blobs=1, roughness=7.174)
datasets2/01345.png: JAGGED_BOUNDARY (area=3898px, blobs=1, roughness=16.134)
datasets2/01347.png: JAGGED_BOUNDARY (area=1443px, blobs=1, roughness=9.02)
datasets2/01350.png: JAGGED_BOUNDARY (area=1412px, blobs=1, roughness=8.959)
datasets2/01351.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/01358.png: JAGGED_BOUNDARY (area=4588px, blobs=4, roughness=4.117)
datasets2/01359.png: JAGGED_BOUNDARY (area=7260px, blobs=3, roughness=9.242)
datasets2/01370.png: JAGGED_BOUNDARY (area=1443px, blobs=2, roughness=5.988)
datasets2/01374.png: JAGGED_BOUNDARY (area=1731px, blobs=1, roughness=6.399)
datasets2/01381.png: JAGGED_BOUNDARY (area=6105px, blobs=2, roughness=7.057)
datasets2/01390.png: JAGGED_BOUNDARY (area=1545px, blobs=1, roughness=8.248)
datasets2/01391.png: TOO_FRAGMENTED (area=1772px, blobs=17, roughness=2.337)
datasets2/01393.png: JAGGED_BOUNDARY (area=1793px, blobs=1, roughness=6.603)
datasets2/01394.png: JAGGED_BOUNDARY (area=8598px, blobs=2, roughness=13.022)
datasets2/01395.png: JAGGED_BOUNDARY (area=1458px, blobs=1, roughness=7.95)
datasets2/01398.png: TOO_FRAGMENTED (area=1700px, blobs=17, roughness=2.367)
datasets2/01399.png: JAGGED_BOUNDARY (area=1412px, blobs=1, roughness=8.959)
datasets2/01400.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/01407.png: JAGGED_BOUNDARY (area=4287px, blobs=4, roughness=4.243)
datasets2/01410.png: JAGGED_BOUNDARY (area=1453px, blobs=1, roughness=6.474)
datasets2/01411.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/01423.png: JAGGED_BOUNDARY (area=6709px, blobs=2, roughness=8.15)
datasets2/01425.png: TOO_FRAGMENTED (area=1373px, blobs=17, roughness=2.328)
datasets2/01435.png: JAGGED_BOUNDARY (area=4362px, blobs=4, roughness=4.345)
datasets2/01437.png: TOO_FRAGMENTED (area=1925px, blobs=16, roughness=2.455)
datasets2/01440.png: JAGGED_BOUNDARY (area=6640px, blobs=1, roughness=13.157)
datasets2/01445.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/01448.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/01455.png: JAGGED_BOUNDARY (area=6640px, blobs=1, roughness=13.157)
datasets2/01457.png: JAGGED_BOUNDARY (area=7513px, blobs=1, roughness=6.745)
datasets2/01458.png: TOO_FRAGMENTED (area=1151px, blobs=16, roughness=2.307)
datasets2/01459.png: JAGGED_BOUNDARY (area=1246px, blobs=1, roughness=8.498)
datasets2/01462.png: JAGGED_BOUNDARY (area=1201px, blobs=1, roughness=9.448)
datasets2/01467.png: TOO_FRAGMENTED (area=1571px, blobs=16, roughness=2.394)
datasets2/01470.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/01472.png: JAGGED_BOUNDARY (area=1254px, blobs=1, roughness=8.543)
datasets2/01473.png: JAGGED_BOUNDARY (area=6959px, blobs=1, roughness=6.883)
datasets2/01484.png: TOO_FRAGMENTED (area=2121px, blobs=18, roughness=2.418)
datasets2/01487.png: JAGGED_BOUNDARY (area=1324px, blobs=1, roughness=8.964)
datasets2/01488.png: JAGGED_BOUNDARY (area=7519px, blobs=3, roughness=9.625)
datasets2/01497.png: JAGGED_BOUNDARY (area=1313px, blobs=1, roughness=7.135)
datasets2/01503.png: JAGGED_BOUNDARY (area=7663px, blobs=3, roughness=9.325)
datasets2/01504.png: JAGGED_BOUNDARY (area=5652px, blobs=1, roughness=6.548)
datasets2/01509.png: JAGGED_BOUNDARY (area=8597px, blobs=2, roughness=12.716)
